Paper-ID,Title,url,Year,Venue,Authors,Type of Data,Type of Problem,Type of Model to be Explained,Type of Task,Type of Explanation,Method used to explain,Should the paper be included?,Should the paper be included with filter?
nips/ChenCDHSSA16,InfoGAN - Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets.,https://proceedings.neurips.cc/paper/2016/hash/7c9d0b1f96aebd7b5eca8c3edaa19ebb-Abstract.html,2016,NeurIPS,"Xi Chen 0022, Yan Duan, Rein Houthooft, John Schulman, Ilya Sutskever, Pieter Abbeel",Images,Model Inspection,(Deep) Neural Network,Representation learning,Disentanglement,Interpretability built into the predictive model,Yes,Yes
nips/ChoiBSKSS16,RETAIN - An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism.,https://proceedings.neurips.cc/paper/2016/hash/231141b34c82aa95e48810a9d1b33a79-Abstract.html,2016,NeurIPS,"Edward Choi, Mohammad Taha Bahadori, Jimeng Sun, Joshua Kulas, Andy Schuetz, Walter F. Stewart",Time series,Outcome Explanation,(Deep) Neural Network,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
nips/Jitkrittum0CG16,Interpretable Distribution Features with Maximum Testing Power.,https://proceedings.neurips.cc/paper/2016/hash/0a09c8844ba8f0936c20bd791130d6b6-Abstract.html,2016,NeurIPS,"Wittawat Jitkrittum, Zoltán Szabó 0001, Kacper P. Chwialkowski, Arthur Gretton","Tabular / structured, Images, Text",Model Inspection,"Any (for a specific task); model-agnostic, Other",Other,"Feature Importance, Heatmap",Post-hoc explanation method,Yes,Yes
nips/KimKK16,"Examples are not enough, learn to criticize! Criticism for Interpretability.",https://proceedings.neurips.cc/paper/2016/hash/5680522b8e2bb01943234bce7bf84534-Abstract.html,2016,NeurIPS,"Been Kim, Oluwasanmi Koyejo, Rajiv Khanna",Images,Model Inspection,"(Deep) Neural Network, Any (for a specific task); model-agnostic",Classification,Prototypes,Post-hoc explanation method,Yes,Yes
nips/LakkarajuL16,Confusions over Time - An Interpretable Bayesian Model to Characterize Trends in Decision Making.,https://proceedings.neurips.cc/paper/2016/hash/97d0145823aeb8ed80617be62e08bdcc-Abstract.html,2016,NeurIPS,"Himabindu Lakkaraju, Jure Leskovec","Time series, User-item matrix",Model Inspection,Bayesian or Hierarchical Network,"Classification, Clustering","Feature Importance, Prototypes",Interpretability built into the predictive model,Yes,Yes
nips/ZhaoP16,Interpretable Nonlinear Dynamic Modeling of Neural Trajectories.,https://proceedings.neurips.cc/paper/2016/hash/b2531e7bb29bf22e1daae486fae3417a-Abstract.html,2016,NeurIPS,"Yuan Zhao 0004, Il Memming Park",Time series,Model Explanation,(Deep) Neural Network,Regression,White-box model,Interpretability built into the predictive model,Yes,Yes
sigir/ZhaoLRMYR16,Explainable User Clustering in Short Text Streams.,https://doi.org/10.1145/2911451.2911522,2016,SIGIR,"Yukun Zhao, Shangsong Liang, Zhaochun Ren, Jun Ma 0001, Emine Yilmaz, Maarten de Rijke","Text, Time series, Graph data","Model Inspection, Outcome Explanation",Other,Clustering,Prototypes,Interpretability built into the predictive model,Yes,Yes
aaai/KimPRS15,"Scalable and Interpretable Data Representation for High-Dimensional, Complex Data.",http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9738,2015,AAAI,"Been Kim, Kayur Patel, Afshin Rostamizadeh, Julie A. Shah",Text,Outcome Explanation,Other,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
kdd/WangFM15,Trading Interpretability for Accuracy - Oblique Treed Sparse Additive Models.,https://doi.org/10.1145/2783258.2783407,2015,KDD,"Jialei Wang, Ryohei Fujimaki, Yosuke Motohashi",Tabular / structured,Transparent Box Design,Other,"Classification, Regression","Decision Tree, Feature plot",Interpretability built into the predictive model,Yes,Yes
nips/KimSD15,Mind the Gap - A Generative Approach to Interpretable Feature Selection and Extraction.,https://proceedings.neurips.cc/paper/2015/hash/82965d4ed8150294d4330ace00821d77-Abstract.html,2015,NeurIPS,"Been Kim, Julie A. Shah, Finale Doshi-Velez",Tabular / structured,Model Inspection,Bayesian or Hierarchical Network,Clustering,Feature Importance,Interpretability built into the predictive model,Yes,Yes
acl/FysheTMM14,Interpretable Semantic Vectors from a Joint Model of Brain- and Text- Based Meaning.,https://doi.org/10.3115/v1/p14-1046,2014,ACL,"Alona Fyshe, Partha Pratim Talukdar, Brian Murphy, Tom M. Mitchell","Time series, Text","Model Inspection, Outcome Explanation",Other,Representation learning,"Heatmap, Feature Importance",Interpretability built into the predictive model,Yes,Yes
icdm/ChanLBR14,TRIBAC - Discovering Interpretable Clusters and Latent Structures in Graphs.,https://doi.org/10.1109/ICDM.2014.118,2014,ICDM,"Jeffrey Chan, Christopher Leckie, James Bailey 0001, Kotagiri Ramamohanarao",Graph data,Model Inspection,Other,Clustering,Feature plot,Interpretability built into the predictive model,Yes,Yes
kdd/BarbieriBM14,Who to follow and why - link prediction with explanations.,https://doi.org/10.1145/2623330.2623733,2014,KDD,"Nicola Barbieri, Francesco Bonchi, Giuseppe Manco 0001",Graph data,Outcome Explanation,Bayesian or Hierarchical Network,Classification,"Localization, Feature Importance",Post-hoc explanation method,Yes,Yes
kdd/GhalwashRO14,Utilizing temporal patterns for estimating uncertainty in interpretable early decision making.,https://doi.org/10.1145/2623330.2623694,2014,KDD,"Mohamed F. Ghalwash, Vladan Radosavljevic, Zoran Obradovic",Time series,Outcome Explanation,"Any (for a specific task); model-agnostic, Other",Classification,Prototypes,Interpretability built into the predictive model,Yes,Yes
sigir/ZhangL0ZLM14,Explicit factor models for explainable recommendation based on phrase-level sentiment analysis.,https://doi.org/10.1145/2600428.2609579,2014,SIGIR,"Yongfeng Zhang, Guokun Lai, Min Zhang 0006, Yi Zhang, Yiqun Liu 0001, Shaoping Ma","Text, User-item matrix",Outcome Explanation,(Deep) Neural Network,Recommendation,"Feature Importance, Text",Interpretability built into the predictive model,Yes,Yes
